epoch,acc,loss,val_acc,val_loss
0,0.9510554200727567,0.14011342898492773,0.9605478135798197,0.07886263051896872
1,0.9665413217557903,0.06774817145868119,0.9615088900426785,0.07485516343994361
2,0.9677066688970857,0.06474069635218828,0.9602594905321212,0.07561979679635143
3,0.9684395160684157,0.06355423653457094,0.9622296972895745,0.07741966250422824
4,0.9692444465802468,0.06298782917561445,0.9617972129357084,0.07678314006311397
5,0.9691243076875274,0.06249975121253139,0.960595867457383,0.07676018583608442
6,0.9694727104604448,0.06210596830095684,0.9612205670923639,0.07654558679823804
0,0.9483042397082553,0.15908715532143158,0.9666506487265738,0.06992483410477666
1,0.9690281965830907,0.06543760177225173,0.9667467563671311,0.06727273564898498
2,0.9728966685560033,0.05880048273755072,0.9668909178279673,0.0659899403167023
3,0.9760443072191454,0.0542080389021995,0.9677078327727054,0.06640110786508363
4,0.9776421543375667,0.0508311548924461,0.9665064872657376,0.06710779552975851
5,0.979636459747468,0.0477878541842519,0.9673714560307545,0.068598102786431
6,0.9812343068587287,0.045150734322875516,0.9666506487265738,0.06961133735328698
7,0.9824957651044608,0.04317577594993244,0.9662181643440654,0.07153452030011148
